hour_of_day,day_of_week,is_weekend,crime_count_normalized,police_coverage_score,street_light_score,metro_access_score,footfall_score,sentiment_score,safety_score
22,4,0,0.5073954691427638,0.4849237381043836,0.5370740018336102,0.34468166224309005,0.08694657164169414,0.5687636929025384,51.305637105380725
12,5,1,0.348765695623114,0.5978592007206696,0.37721204582185075,0.3260790522859604,0.5826652515621332,0.5957796891966691,63.41973596047056
12,1,1,0.3421444826255968,0.8136368187402778,0.9219739462034993,0.03369029929295639,0.4467577765967054,0.7394669329472293,75.38060212823505
9,5,1,0.35691996260272374,0.814360585728587,0.7722376980013473,0.022432425227245797,0.3020668461032026,0.6037672156229145,75.21551476850655
2,5,1,0.5391823174308014,0.4705202896403863,0.5774426744636016,0.3655430439157705,0.14506597754470904,0.35497848479290767,47.45437079479234
0,5,1,0.5055594137499719,0.5886305144643198,0.8036459157322529,0.8273705477438592,0.4095169048338003,0.4003844601122678,56.07870790306609
17,4,0,0.5092849028782329,0.5646951270510343,0.6338675272495922,0.11953044170592947,0.552516466706559,0.5287666535982332,54.36747851697414
11,1,0,0.5825988863265001,0.44705952236554347,0.733654269347667,0.7851085193549389,0.8201943181141179,0.4623105529069453,50.70866975089136
20,1,0,0.5852998795929196,0.5906641686108206,0.4375929287689254,0.2998500380926289,0.49556899715406705,0.6287527803042354,51.871107653939
0,6,1,0.5041891088781567,0.48270561026275566,0.5126849536949339,0.3694758776427686,0.11681405198110492,0.37667653723274075,36.451132280587835
9,4,0,0.812939668699919,0.6284563798390115,0.5257710311007668,0.7712524924716176,0.4170435057028121,0.44283780265764294,54.87087511434847
20,0,0,0.6518722823627245,0.648827502632354,0.5244945412691026,0.027126792159433522,0.47147763288279104,0.4943354213723391,52.56434804569283
7,1,0,0.47814281346811455,0.41013586722004514,0.606055201905822,0.29131020662984414,0.4742812870730235,0.4557122408370399,54.848285619053655
13,2,0,0.2960136953012608,0.7669230946851091,0.6393028100263933,0.24341467187080576,0.4632191854405243,0.8494572177792017,64.87846496998986
19,6,1,0.480949703578645,0.3670897035996991,0.4094122263707522,0.0428000504322507,0.6371230586293246,0.6100961689319426,54.93879762227137
5,4,0,0.4591304986342702,0.6945366423364563,0.4361655986547993,0.38966787225196636,0.26540733127087757,0.6615452783877459,49.12586221817971
17,5,1,0.4461783187053262,0.6981020577613137,0.4678328191110078,0.37246774420168277,0.5981176229770399,0.6365799608007328,65.0526569315276
10,1,0,0.5145782692884756,0.5196368842495601,0.6446481688503526,0.058063903304672995,0.1181651159435718,0.5703393293257719,55.64263374981181
5,6,1,0.5338280269996756,0.36995493255206796,0.5627878747457308,0.013200249985411139,0.421372070560485,0.4966075836922215,48.76705552020427
16,0,0,0.3474642130929019,0.6903098957946083,0.4966247365197362,0.08833079441793917,0.4433604751159291,0.641710061096101,58.12710303059228
18,4,0,0.8137457739405853,0.41169356292186743,0.48663163842591955,0.13041215369926148,0.5018621210324585,0.4736315533938798,51.4589801294092
5,5,1,0.5917371085415383,0.446068195233226,0.48707423173068376,0.8445338922651188,0.31236552575385856,0.37419052751309956,46.70185579578167
17,6,1,0.374757395016313,0.8358775591803352,0.9375466929168494,0.759594327133664,0.3598640278028155,0.8459934389739387,72.15088234688261
10,5,1,0.4982550892556488,0.6112262106777787,0.2808524071880086,0.9508595355995106,0.6313113762059537,0.6093189993796545,52.24996685853885
6,1,0,0.31388767293138997,0.3678106259754899,0.5920102028352359,0.04077501963481969,0.35325053429065517,0.7559611168403362,55.03810748763166
23,5,1,0.5176447223494265,0.6443914874437867,0.5542504563020507,0.0848000679925484,0.09005949876057007,0.34378136828737227,38.16392076834789
19,6,1,0.5115916962794617,0.4850401502283948,0.5474260400143249,0.37539934687536886,0.6531423998747923,0.5023076193318989,52.39973447063048
19,1,0,0.34846917195185917,0.46387770527257327,0.531255135248827,0.32450975077685473,0.43598272237863217,0.5784427127418966,55.09504720033459
20,0,0,0.33147710724642854,0.39626796394894853,0.4098295549157906,0.3793868104573048,0.4962418812980313,0.708088104899308,53.77623914867473
20,3,0,0.4957211243356077,0.553963275540211,0.5945892551455074,0.039212508088392134,0.6553500401157861,0.4982938133237625,48.32754406979894
14,1,0,0.47259857154181556,0.5953621796972779,0.4382884415478763,0.3930236305370387,0.4568439073609609,0.6927108945159103,52.45872667423482
23,2,0,0.510702558984504,0.48146511932362634,0.40632135528661845,0.36878979153429353,0.08721870710299513,0.5112206368279546,40.861968397141595
17,3,0,0.3459958655731677,0.5854553645969508,0.5629206370315164,0.12903777815217285,0.4384442168587289,0.5737895446947678,53.57705114172554
13,0,0,0.5772468783112348,0.4548631787074807,0.5507215800241004,0.340169334922607,0.5395898925787035,0.4966806873900097,54.9377564734039
18,5,1,0.3230340118707964,0.5802745309177159,0.43727216737268115,0.3911682196436784,0.6192086237522418,0.6832030698441617,53.055250498980506
0,6,1,0.6241796385599104,0.6505449301793589,0.5381175550611714,0.024470291450723648,0.2818808012230015,0.3140251625661462,35.27096508518898
19,4,0,0.4353434185163619,0.5327058558622086,0.6373561130536539,0.3022900258789417,0.48629420477872853,0.6338635523016014,56.437872925630856
22,4,0,0.48094739827682187,0.47027079390615173,0.5610936697654119,0.18018026819840244,0.30975181684975583,0.40404542108770547,48.95132463036711
15,0,0,0.49012302061486573,0.41094442962471484,0.36245873547427554,0.3826000647054147,0.4366127565718021,0.46811054869961094,55.19439956212579
4,6,1,0.4647695052348052,0.4785927777577696,0.3797885543352456,0.37328094097254855,0.257420196893658,0.38880686175666773,43.779091405792535
13,5,0,0.5817060249544165,0.44572605926584746,0.4915664301954236,0.827907393603578,0.8771144098803689,0.417969211325235,55.982150727503964
5,6,1,0.5790699174324381,0.6371174367661347,0.43678456892820705,0.23282279819590376,0.4349182783764914,0.6302903862444924,56.38447236574241
15,5,1,0.34561520668917983,0.5901792851688415,0.8532134992182376,0.11145453052361216,0.46884903692874175,0.5731818181766174,66.97054431145554
20,4,0,0.8072393098502993,0.4144699893910282,0.5270649570868213,0.7829364648553959,0.5730165282330766,0.80465707854839,59.265223635948
6,4,0,0.3549420087694343,0.40513887258092385,0.49878234684921496,0.35052397423530623,0.30080538369639126,0.5827159473979729,53.18576986430632
18,1,0,0.49522230793479904,0.46327903457795366,0.5280590220378298,0.9662556716764585,0.5592051688545664,0.48918367507458815,52.854055055178584
22,6,1,0.4271443458584649,0.6209558233382163,0.5370623806905601,0.0171452399457031,0.3127037403252795,0.4885121858510727,35.75171564304288
8,2,0,0.47262330874428077,0.5957894549622145,0.8896308776777111,0.9128862163010802,0.2592246468420245,0.6455847865358743,59.715812084284245
19,6,1,0.3813371587548734,0.5942826049867512,0.3611084271158184,0.35254832127064684,0.5800426999267906,0.5210408507916252,54.63611194894855
13,4,0,0.4892839982523528,0.40261242045173845,0.5298728546844653,0.35365219102972867,0.4560275582644177,0.7883941974706916,58.85007261040179
6,6,1,0.5808385066813613,0.4271836900195175,0.7260735873757053,0.16529154332714818,0.4252625897516346,0.3675939865775586,49.73839603172513
7,3,0,0.6210476751112733,0.45902830824311097,0.3877339132283824,0.0137743303355904,0.4413086754097474,0.3928613780181894,41.257202487620106
7,1,0,0.2670088506822409,0.4073558573725781,0.4442968665293817,0.3737654518069527,0.32932030171567717,0.6234031434309462,52.30749403485666
4,4,0,0.3367909140121563,0.39820219462126527,0.931280474313167,0.3444591909854375,0.0583054608299456,0.48618441511378563,42.114003670884806
19,4,0,0.741920169476169,0.5395091180484958,0.8221973915795213,0.8564140735727045,0.7730923496089501,0.4652981180999227,68.75952536091744
16,6,1,0.35149520265009493,0.8519379650845945,0.31720256765411337,0.330528240880707,0.5949128780008315,0.6631249452326436,54.61273918718295
14,3,0,0.3509394831755927,0.47051664554421596,0.5223293919239111,0.34911780596154535,0.4534946285459802,0.3332712314304763,53.17694915757978
19,1,0,0.8259387928102552,0.42008077548228395,0.5856131718735607,0.804743853831188,0.5923899708205704,0.43119913288146466,46.264831666085904
9,2,0,0.4356135808889697,0.4584712211013433,0.5228074015843107,0.9646526971244667,0.30994660402723906,0.623498080591489,60.74055545587301
22,5,1,0.4517585258437238,0.5936303660042291,0.8924865240446246,0.09130968126290723,0.1377763044720267,0.4859417174934749,48.56389802170615
23,5,1,0.43270733179520116,0.6344524558447294,0.2809820073100588,0.12834510798366264,0.129570229427118,0.3634559541679868,40.0265156471513
1,6,1,0.2848067624848912,0.6150160598431267,0.43083428419935366,0.2462617978716406,0.1670762200297847,0.6835414146615642,42.13829883892923
1,5,1,0.28723976729677664,0.7619016534555466,0.6273821002793476,0.24662697244157966,0.13216582867729662,0.4979596601277348,46.63527537140008
19,1,0,0.4708638916427247,0.7039650189296999,0.3897427491299206,0.346467011137663,0.4472543668098191,0.6895814129236404,53.76293914025884
13,0,0,0.3658084798030226,0.63511487368885,0.48811839665173534,0.0870267409577647,0.5581299703336395,0.6373334876085817,63.09400951678959
17,0,1,0.5944101203064742,0.5897592786652237,0.29136013746559164,0.8176341618187193,0.4811603950973164,0.3998541130508722,53.18363183143506
19,2,0,0.4610394288540392,0.6935220580795748,0.34227790346151366,0.3504732278792039,0.503639805944133,0.6469254132423561,52.362708128238054
17,1,0,0.6360132570465011,0.4481731723661618,0.5078197895901919,0.18535566961274477,0.5607527945119255,0.3409428880051799,43.534140754149405
5,4,0,0.4797893573784608,0.5227243286667278,0.6475850850119655,0.8365391354680283,0.2698783931087527,0.6122824033995339,52.86633586314584
6,5,1,0.4821205953402134,0.5578851867272764,0.6440379199184635,0.02263022152342399,0.32271072090762065,0.4847602916412399,51.266231071439776
19,4,0,0.43573296868126665,0.6328299514882388,0.6415493785618092,0.30270059331879495,0.15064574177202425,0.5273389514402191,51.00831816080452
16,1,0,0.5191660192415812,0.5877162921900166,0.9452565336953511,0.7928037036934084,0.4632311057657864,0.5431817682966842,55.480535958251075
22,5,1,0.3848639481671746,0.8352336341855559,0.8095517762187058,0.05212186205977656,0.14842541636500814,0.6153563717449604,51.30745591225575
19,0,0,0.8094690887790592,0.6239971228821208,0.5497772286016394,0.2425247191866518,0.4931885674715675,0.5251441283208822,52.60096833154338
9,5,1,0.5843563146475356,0.5929207780668095,0.7318857189428275,0.8849530154522858,0.40632150035536335,0.4479484623096541,62.43209845249692
17,0,0,0.47225553844992857,0.5982466305585439,0.8566173016767314,0.9464966922652366,0.46338668247499404,0.6285672296173955,54.43463761433284
8,5,0,0.5553572526708368,0.4535708060910783,0.5424586652338006,0.3423142747819375,0.4165381829735614,0.4359977525762547,48.26694092074336
10,0,0,0.457985635845927,0.46509293267757,0.3843020127234239,0.8702341526836568,0.5752230577588321,0.5486391250120377,55.26541693318176
19,6,1,0.34566726332605474,0.5209573096610255,0.38366526557272623,0.07234085835424009,0.6137645045755463,0.6366541716306017,52.344775405053895
19,6,1,0.3555911800204932,0.6265930237549686,0.5041923232006318,0.3270962924225429,0.6268891453922022,0.7142409268926938,51.30970558082895
0,6,1,0.6339221605005009,0.44579490832182134,0.5535520841909193,0.0401321073510435,0.10493043710584668,0.35876166800545806,32.976927155567836
16,2,0,0.4888979811357332,0.4507198190302866,0.5623430165218267,0.9597801947620388,0.4621126181340118,0.5951116976849892,55.709850772943824
12,1,0,0.8248387262209913,0.8586670628707452,0.8270877291583321,0.8044053465472614,0.7873020356110461,0.47522636643469096,55.78093638419263
23,5,1,0.5089080308222784,0.4401580488189386,0.4069861411695225,0.9759677415603303,0.18841033279329863,0.4821279977523617,45.29851276205886
22,6,1,0.5432522262707726,0.48593917210019677,0.5609626309673659,0.3430165611916459,0.3223741522012089,0.4738397213506762,37.88815871193015
18,1,0,0.6457728060760091,0.449278479518194,0.543388203754442,0.17284326028468758,0.752147356724964,0.34016272245653795,42.8649779110318
4,0,0,0.5066640250746527,0.5642474215757718,0.510645494236297,0.9740395020984511,0.051753363237375005,0.4864567560201166,46.06150634426604
9,0,0,0.46326317142816786,0.594220735887136,0.7272697260646029,0.8458059041655162,0.466074797046643,0.4162045524560044,64.47313656775634
23,5,1,0.5165742254371074,0.5303409730222199,0.6315436461874028,0.8452277150836742,0.3357170644390825,0.5110052249390336,50.831591668153486
14,6,1,0.6712834745533682,0.6341898498186379,0.2735044946292543,0.168367887829238,0.634675033716985,0.3827375518847014,45.88459992293615
13,6,1,0.6587532786661304,0.6371745122329602,0.27359273451067184,0.005694114462176648,0.6164524250937296,0.32023912761456724,47.4281492237345
3,6,1,0.5634339313588763,0.48360822750743654,0.5390967833452415,0.3456898027702185,0.34786547137783336,0.3782762936882525,36.506787431100506
15,1,0,0.8297001268884902,0.4077225950225953,0.5738862223818171,0.8035089119383408,0.7975415758539041,0.3255686858504276,41.255131739690796
22,5,1,0.4561089909838736,0.588417119612285,0.28437918622199077,0.9652172758416913,0.30918996910920155,0.37544722371818473,43.68712260153047
2,2,0,0.4362681902991234,0.5472251656709212,0.8499015566935164,0.9738107856612754,0.12838887684689104,0.48759380145133996,63.213938541833215
8,4,0,0.27838862068909215,0.7550367995999576,0.6393980871925595,0.23712366845987584,0.24565683212371964,0.8156881980624812,60.54321415625883
1,4,0,0.5788809028877563,0.42530806661515946,0.5265016327167776,0.9830578962739654,0.16808067387890321,0.3113162452129078,36.46877113841526
3,1,0,0.3679696356391599,0.52697329713878,0.6490129678980131,0.04500894879997275,0.08934641373748224,0.3519941735894619,44.211907711779816
21,4,0,0.5007547004753506,0.6405231160031262,0.37238588528351213,0.1225230154685138,0.6334970408164485,0.5062381032218937,58.57676382122175
9,5,1,0.5789214710488775,0.5835452667963957,0.7165473587800533,0.8243845994124495,0.4108071840140209,0.44893475550382744,57.375776480941504
0,6,1,0.4626776603536661,0.47470363083846,0.28493023380479093,0.3457829765153747,0.14187136630737698,0.4188354714162486,43.98822808386819
10,0,0,0.48065379629080257,0.5961733843066728,0.36937350494468246,0.099291357760387,0.543410088672982,0.6661622373462744,61.4980550881374
7,4,0,0.6214222391639539,0.448426380206161,0.3819859665492823,0.038119302992747205,0.39351095439301664,0.37694536799179523,46.05440189537035
0,2,0,0.4666950662795392,0.5914285327564972,0.8413969772248544,0.8678097734302378,0.10403229776733347,0.42022250626567414,41.39255016115091
0,5,1,0.588870183876953,0.6455683055635887,0.2647260886088877,0.012318403949570417,0.14718998391032104,0.1905526563424534,31.476037479429273
17,0,0,0.2616211677883282,0.5967861292374186,0.4086217778975216,0.3882504306607739,0.46679006979770554,0.7696006805881421,59.811091311125494
20,4,0,0.42620561711818045,0.5198968359433808,0.2815982436372604,0.3088481532212978,0.46596708878539495,0.6467414391464676,61.43174970351248
15,0,0,0.46032995686360667,0.9016087263025201,0.7962779108189249,0.8449362053870895,0.7966994754204841,0.6667824943190321,77.51534907297165
6,6,1,0.6240174298744148,0.4465954543312639,0.5773669691280455,0.03182454526324646,0.42819806260472376,0.36887124942632643,39.954678620219
20,6,1,0.4351101608079788,0.5338717703421657,0.6388250234213575,0.31740801812812564,0.6224789437225964,0.6468675751902947,54.8453580993791
21,3,0,0.6333077083547993,0.6134744529696938,0.2702179372671239,0.024664160310718233,0.49402445229085606,0.524345320853975,45.655013414281626
2,4,0,0.45831374298702715,0.621626440826696,0.2924612859370279,0.08194916836893545,0.035929029477521246,0.4088666803393057,37.87511449452631
20,2,0,0.4529979159865567,0.39453540495184775,0.5974726608570962,0.30820601036652684,0.3770110006329448,0.5816197397760333,55.77482979750698
5,5,1,0.5757937272147772,0.621846674794784,0.2808580835046427,0.022463718546036116,0.39955774651309667,0.36114097410939267,36.260668553617194
0,1,0,0.8358339739686385,0.4172114573856196,0.5381453664496607,0.08806931312458348,0.26824342055642497,0.21434585528856265,37.875442349900055
17,1,0,0.31895438879026167,0.48021130256429534,0.4522359673391118,0.3868582324691182,0.493560614414692,0.6299189338956539,51.43609437013619
19,1,0,0.5092886822145283,0.49166329603307074,0.557367817850916,0.40394445243883886,0.4572555295834175,0.5487467573432129,53.274866959667584
21,0,0,0.4888068784146552,0.7644068440329496,0.6290957094497904,0.2486779182019045,0.28966063984097606,0.6680990469015733,58.38167690912065
15,3,0,0.6492411233813499,0.4479821384912127,0.26815627251199314,0.19672301006129284,0.49400477168017937,0.3816351256104476,42.832614695560565
22,6,1,0.5046881837202462,0.552294458838252,0.5971084245196324,0.2924977158881834,0.44093533736216073,0.4878628208579793,49.67277266171162
5,4,0,0.4527530747989769,0.5072991055315734,0.2848604378154577,0.01696665725151302,0.27343594474820165,0.5179086865913827,50.62371255964686
3,2,1,0.5376362303321564,0.539399620341538,0.6470028818801016,0.9859268703908833,0.13852352833074624,0.47455681914738645,46.26657204688358
15,2,0,0.5928570473853503,0.6224872400228398,0.3479713417596313,0.7965823113824255,0.7583048333914183,0.5631112962141257,55.467457956873886
15,0,0,0.5925402032390765,0.4640654883904233,0.5598153254311041,0.7984497232491544,0.7716475259144953,0.508486054037147,60.15856144321785
0,6,1,0.5019953347091577,0.4524668078699685,0.2521287587864685,0.0665688065046116,0.11663132884177752,0.3947379662801174,35.7173845912434
1,4,0,0.635470123312195,0.4482627014141352,0.40627791295841126,0.9549170241880854,0.5058572982376648,0.35086728598762745,45.2929377026865
8,4,0,0.4799533085329936,0.5463111635935944,0.861005817493848,0.7943985284883994,0.3902408008419883,0.5868393234872026,61.20007654323384
16,2,0,0.5201375919797131,0.5586797628442942,0.7711962397374348,0.8567626719192575,0.5498755468866747,0.5587606762518439,55.54859201065765
7,2,0,0.5069265302150497,0.597042716995939,0.8602141808591489,0.8844317951805514,0.36378332682174336,0.4782649224518172,64.99018049721575
5,4,0,0.5739175930302701,0.4574505157909985,0.5502556369735686,0.28487806156008505,0.4839265965805186,0.5197035540431878,50.007276067184556
14,1,0,0.5167137029162294,0.5539375832892269,0.6206234084315144,0.8519495685757855,0.6214966739742845,0.5256782806466991,53.38178960613463
15,3,0,0.5888430204546102,0.44166763646641094,0.33878593714888044,0.9877227360129913,0.528250360211439,0.5797953292727034,53.13650302578006
20,4,0,0.45058375136122847,0.585903824476776,0.6084583171230644,0.14398258995311386,0.44583376698607335,0.6029420933202329,53.84882931773062
8,1,0,0.42943675946580756,0.4602325830582253,0.40505565387814063,0.965961272438174,0.4692264661482147,0.5744025841319491,54.87254508044716
0,6,1,0.46109276205180877,0.7019290060385059,0.4488920577675041,0.36229936826967657,0.13516636736034482,0.5253845309325219,42.14823243960485
5,5,1,0.5305760822470138,0.4440279358271796,0.41870988986523194,0.9814162113433559,0.5485249444807865,0.47233050262993836,48.53989292886051
17,2,0,0.331315033616728,0.6935680530465752,0.4586049799877774,0.40232558933647344,0.4909502608494497,0.6553781564707267,56.33519830457195
17,3,0,0.430972406491259,0.5092845485931868,0.6177900225707802,0.12359645359932228,0.48511558755780276,0.6136195056176407,55.250468318183785
10,6,0,0.51076780469977,0.5963389958324468,0.50985835320718,0.953921903833054,0.8763687065108454,0.5312308854129545,66.86547977272393
12,0,0,0.34413374398758,0.4812594765818016,0.3943014880763215,0.3339423107878872,0.5349839742366501,0.6381637171047027,57.926068350523195
22,5,1,0.5388564994490317,0.4726518970972856,0.5411824390948564,0.9722029852940488,0.11909570457741166,0.35342418064109576,44.315900555948
19,2,0,0.6425170373182749,0.41960822515264395,0.2730208546534069,0.18746930272384962,0.5309685264149462,0.3536514950627839,46.62427774176293
22,4,0,0.4931843591606642,0.5964036414597943,0.8651341189205392,0.9138287838343865,0.11670810925946375,0.36457031963389175,50.19322959256123
0,6,1,0.6480475872934428,0.4495330434898042,0.4108044123583536,0.16485189589708868,0.1196775149000502,0.1608622139747694,37.04073940588385
1,5,1,0.5087790623242979,0.4882532401628934,0.5263157365335657,0.9532342852090673,0.13011990741737164,0.19048808366148284,36.494243927766185
10,6,0,0.4849052536216331,0.46102512455412487,0.3726187428868982,0.9771849958572267,0.561281049811343,0.5558150314236536,57.91834691024979
6,5,1,0.4629483278376998,0.8754341751161863,0.8135968719609527,0.7533752291991624,0.4299785069235505,0.6252535930455186,75.73327374292421
19,6,1,0.4265003618428697,0.4674068977108067,0.37329564458291914,0.3477281691706444,0.6083223177821111,0.5446081973429527,63.96712845217505
23,6,1,0.4594290311876247,0.6048981476132929,0.2757789756071098,0.04229257303741114,0.12275784900368603,0.3292393989982536,40.96312978808953
8,0,0,0.3507297845838104,0.5846216324561022,0.9665975257968299,0.05687150450303518,0.4553904893231258,0.8119625393016106,53.65208051715218
4,2,0,0.5117046545757259,0.5932861094488624,0.879014275207255,0.8653118221914367,0.26556892429943785,0.4125708662485908,64.71219274667817
3,4,0,0.4830205126087224,0.44972902886924326,0.5433029820387406,0.40395475586722124,0.09423247522694411,0.1814292145041273,32.18475168664978
5,2,0,0.5812339137739042,0.4449716877106369,0.4460991009788188,0.38785562536393653,0.7573332051590914,0.39243553909016465,48.507059363993605
21,5,1,0.43502712481449723,0.6444059761568159,0.940662550545493,0.30632057643634186,0.8615569974414156,0.5451791344357062,52.406509507843225
9,5,1,0.4527814633975564,0.594109866774609,0.39359563040674106,0.03675618029736753,0.280560504170459,0.5736302876356727,54.19752990075138
19,6,1,0.6338323859107786,0.5604141283290635,0.6146987380188709,0.02707225092041376,0.6193949605812434,0.6049275361168216,52.59332646039711
2,5,1,0.43865533539843826,0.5303045753015085,0.285886695081816,0.9831598826733161,0.14099291465082997,0.4865996411240462,49.664228361406984
13,4,0,0.5802247031105953,0.7007860273552262,0.376241820295051,0.8025489667465546,0.6181857364317154,0.6794326581587825,60.55868769252115
11,3,0,0.2671909244422598,0.40966624910155636,0.5225094066277166,0.24792097397765978,0.6327687325138153,0.5035562736725752,60.433833201508996
4,4,0,0.7170634879714154,0.48010056670373386,0.4045204163119409,0.9357647041617736,0.11135636971470797,0.43733924201236807,50.52125287459361
12,5,1,0.2677719234058602,0.7548799817997196,0.4528549897381584,0.2334825608148589,0.6115796909372302,0.8333168835539532,62.645949445220246
19,2,0,0.34585294517122456,0.8427743435371431,0.9225585371939196,0.7538385827307013,0.786144587834033,0.6848686116656572,72.98171575301802
9,6,1,0.46536939447889863,0.5315087509165888,0.8633351996870037,0.8249793804505153,0.41356934399357786,0.6040375731690555,54.523742798255775
21,0,0,0.3309437098913915,0.6982172524756922,0.4307882005689075,0.37437984235012534,0.4373369876778026,0.6821589800980304,59.195113323489174
22,5,1,0.2817654485139092,0.6216398788315285,0.4430795620283432,0.3622272963466823,0.31516544704843774,0.6286174383373665,49.885393156098026
6,5,1,0.48758203004862716,0.7552900180484143,0.6380610537868043,0.8356283443662511,0.3467528017889696,0.5962022457907226,63.36393202212938
18,5,1,0.4691911562786336,0.4233294178658395,0.5629773757358083,0.339657671137462,0.6497136068822249,0.41543300494392127,42.71635941966156
12,6,1,0.3565516853068892,0.8223401458632599,0.2778605642336263,0.041866910690590106,0.5900930994134569,0.6556095964945572,55.76037132269144
19,0,0,0.34304375958443073,0.5886781267437432,0.6579716313623831,0.039401190451465194,0.28137873848156064,0.7683712528097757,56.57217998183536
1,2,0,0.5067736035244657,0.4210917295595144,0.5378121278220167,0.008114667844257677,0.1509710005762905,0.48048658423254853,36.068649705285694
14,2,0,0.5745888054918715,0.7613934994304279,0.43460446849402556,0.24084665662868132,0.5474543516769572,0.5451176109592293,55.854307591428984
10,2,0,0.5838282636519562,0.44901297513752414,0.2583280523669235,0.1776241001994028,0.48223168438781394,0.48002198622521475,51.893621624488716
16,5,1,0.42918186146764087,0.5568473796911061,0.5998344362673004,0.03480534476226608,0.4698910536433339,0.5803027246042933,45.9944013273609
9,6,1,0.3696090888793056,0.7049983283048925,0.40202029963773755,0.09832887779541177,0.2856894003629567,0.4234847602425013,52.7753166551167
0,6,1,0.2769487303239922,0.5899069640210264,0.44683280035393796,0.23725504627927774,0.18566278986942908,0.8065068494868961,52.59076775689757
16,6,1,0.4372824208944531,0.3690778550396622,0.6203267668051375,0.12829260837661124,0.35422542826778225,0.5906930236292116,47.63538996604895
1,4,0,0.4626827608465481,0.7022452825515557,0.27931960158258146,0.15517616591209019,0.05942351109840592,0.41591940638443436,40.71759749945539
22,5,1,0.4618688576239346,0.5900370176248322,0.8381488976201428,0.8215834186486292,0.14683060961364242,0.308211115776483,48.27375208559585
15,1,0,0.47713023651756714,0.5382185293778817,0.6391693287722819,0.9619238039977682,0.08815009338530891,0.5329572322657316,64.62110888999615
1,6,1,0.5600636218993923,0.3762264884489372,0.5850324386475942,0.3851632081063427,0.26017975053571185,0.4254393683900827,46.71921098563346
